species,Order,Family,source,specimens barcoded,specimens,public BINs,verified by,status,BOLD taxid
Siriella gracilipes,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,WORMS,gap,
Siriella jaltensis,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,WORMS,gap,
Siriella norvegica,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,WORMS,gap,
Siriella thompsonii,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,WORMS,gap,
Siriella wolffi,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,,gap,
Stilomysis grandis,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,WORMS,gap,
Thalassomysis tattersalli,Arthropoda,Malacostraca,Mysida,Mysidae,WORMS,,,,,gap,
Troglomysis vjetrenicensis,Arthropoda,Malacostraca,Mysida,Mysidae,FE,,,,,gap,
Acanthonotozoma cristatum,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,BOLD:WORMS,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=597910 ,
Acanthonotozoma inflatum,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,WORMS,,,,WORMS,gap,
Acanthonotozoma magnum,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,WORMS,,,,,gap,
Acanthonotozoma monodentatum,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,WORMS,,,,,gap,
Acanthonotozoma rusanovae,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,WORMS,,,,,gap,
Acanthonotozoma serratum,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,BOLD:WORMS,4,6,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=597908 ,
Acanthonotozoma sinuatum,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,BOLD:WORMS,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=766876 ,
Acanthonyx brevifrons,Arthropoda,Malacostraca,Decapoda,Epialtidae,BOLD:WORMS,34,34,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=797682 ,
Acanthonyx lunulatus,Arthropoda,Malacostraca,Decapoda,Epialtidae,BOLD:WORMS,146,151,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=178989 ,
Herbstia condyliata,Arthropoda,Malacostraca,Decapoda,Epialtidae,BOLD:WORMS,3,5,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=178982 ,
Herbstia rubra,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,,gap,
Hyastenus hilgendorfi,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,,gap,
Libinia dubia,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,WORMS,gap,
Lissa chiragra,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,WORMS,gap,
Micropisa ovata,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,,gap,
Pisa armata,Arthropoda,Malacostraca,Decapoda,Epialtidae,BOLD:WORMS,4,5,2,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179018 ,
Pisa carinimana,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,,gap,
Pisa hirticornis,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,WORMS,gap,
Pisa muscosa,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,WORMS,gap,
Pisa nodipes,Arthropoda,Malacostraca,Decapoda,Epialtidae,BOLD:WORMS,1,1,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=181796 ,
Pisa tetraodon,Arthropoda,Malacostraca,Decapoda,Epialtidae,WORMS,,,,WORMS,gap,
Acanthopetalum albidicolle,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Acanthopetalum blanci,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Acanthopetalum carinatum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1021625 ,
Acanthopetalum cycladicum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Acanthopetalum furculigerum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Acanthopetalum hoplites,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Acanthopetalum minotauri,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Acanthopetalum patens,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Acanthopetalum richii,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Acanthopetalum subpatens,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Apfelbeckia brazzanum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Apfelbeckia insculpta,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,6,9,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=259579 ,
Apfelbeckia synthesys,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Balkanopetalum armatum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,3,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=297497 ,
Balkanopetalum beskovi,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,0,5,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=259576 ,
Balkanopetalum bulgaricum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,1,6,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=259592 ,
Balkanopetalum graecum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,0,3,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=259585 ,
Balkanopetalum petrovi,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,3,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=259588 ,
Balkanopetalum rhodopinum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,3,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=259577 ,
Callipodella dorsovittata,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Callipodella fasciata,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=297491 ,
Callipodella herzogowinensis,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Callipodella mostarensis,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Callipodella vinciguerrae,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1021604 ,
Dischizopetalum illyricum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,2,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=561054 ,
Eurygyrus euboeus,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Eurygyrus nicarius,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Eurygyrus nisirius,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Eurygyrus ochraceus,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Eurygyrus oertzeni,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Eurygyrus peloponnesius,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Eurygyrus rhodius,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Eurygyrus rufolineatus,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Himatiopetalum ictericum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Prolysiopetalum hoffmani,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,,gap,
Prolysiopetalum pedefissum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Prolysiopetalum scabratum,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,FE,,,,FE,gap,
Schizopetalum koelbeli,Arthropoda,Diplopoda,Callipodida,Schizopetalidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=561052 ,
Acanthoscina acanthodes,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,1,1,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=153393 ,
Scina borealis,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,10,15,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=754999 ,
Scina crassicornis,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,,,,WORMS,gap,
Scina marginata,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,,,,WORMS,gap,
Scina megameros,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,,,,,gap,
Scina rattrayi,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,1,1,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1141114 ,
Scina spinosa,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,0,2,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=777719 ,
Scina submarginata,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,,,,,gap,
Scina tullbergi,Arthropoda,Malacostraca,Amphipoda,Scinidae,WORMS,0,4,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=777720 ,
Acanthoscurria natalensis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762624 ,
Augacephalus ezendami,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762639 ,
Avicularia avicularia,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,3,5,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329362 ,
Avicularia minatrix,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762640 ,
Brachypelma albiceps,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,6,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748371 ,
Brachypelma albopilosum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD:FE,7,11,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=168892 ,
Brachypelma auratum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,7,10,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329380 ,
Brachypelma boehmei,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,5,8,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=168890 ,
Brachypelma emilia,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,6,9,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329373 ,
Brachypelma smithi,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,9,12,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=168887 ,
Brachypelma vagans,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,12,37,6,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=299561 ,
Brachypelma verdezi,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,12,13,6,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748372 ,
Bumba cabocla,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762626 ,
Caribena versicolor,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,3,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=815392 ,
Catumiri argentinense,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,4,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371395 ,
Ceratogyrus marshalli,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748341 ,
Chaetopelma karlamanni,Arthropoda,Arachnida,Araneae,Theraphosidae,FE,,,,,gap,
Chaetopelma olivaceum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD:FE,2,8,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=296124 ,
Chilobrachys fimbriatus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,5,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329378 ,
Chilobrachys huahini,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666178 ,
Chromatopelma cyaneopubescens,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,3,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=544508 ,
Coremiocnemis hoggi,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=641459 ,
Coremiocnemis tropix,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,3,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=604901 ,
Crassicrus lamanai,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=526574 ,
Cyriocosmus elegans,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=298645 ,
Cyriocosmus perezmilesi,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,4,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673486 ,
Cyriopagopus minax,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=770174 ,
Cyriopagopus robustus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=770175 ,
Cyrtopholis cursor,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762644 ,
Dolichothele diamantinensis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=770179 ,
Encyocratella olivacea,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,3,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673490 ,
Ephebopus cyanognathus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673489 ,
Ephebopus murinus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762647 ,
Euathlus parvulus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762649 ,
Eucratoscelus constrictus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748344 ,
Eupalaestrus campestratus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,3,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=402930 ,
Euthycaelus colonica,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762628 ,
Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,15,18,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=402929 ,
Haploclastus nilgirinus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762629 ,
Haplocosmia himalayana,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762638 ,
Haplocosmia nepalensis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748361 ,
Harpactira curator,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673491 ,
Harpactira marksi,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762643 ,
Harpactirella lightfooti,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748349 ,
Heteroscodra maculata,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,7,11,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329365 ,
Heterothele gabonensis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,6,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329358 ,
Idiothele mira,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673488 ,
Iridopelma hirsutum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,4,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748331 ,
Ischnocolus tunetanus,Arthropoda,Arachnida,Araneae,Theraphosidae,FE,,,,,gap,
Ischnocolus valentinus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD:FE,36,36,21,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=826624 ,
Kochiana brunnipes,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762631 ,
Lampropelma nigerrimum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=604907 ,
Lasiodora difficilis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=756324 ,
Lasiodora parahybana,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,11,11,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666180 ,
Lasiodorides striatus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762642 ,
Lyrognathus crotalus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748363 ,
Lyrognathus giannisposatoi,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762613 ,
Lyrognathus robustus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748364 ,
Megaphobema robustum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762646 ,
Monocentropus balfouri,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=604910 ,
Monocentropus lambertoni,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748335 ,
Neoholothele incei,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,3,8,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=770506 ,
Nhandu chromatus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329377 ,
Nhandu coloratovillosus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762617 ,
Omothymus schioedtei,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,4,7,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=770504 ,
Omothymus violaceopes,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=982298 ,
Ornithoctonus aureotibialis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762645 ,
Orphnaecus philippinus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,2,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=604913 ,
Pachistopelma bromelicola,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762622 ,
Pachistopelma rufonigrum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762620 ,
Pelinobius muticus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=604912 ,
Phormictopus cancerides,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762641 ,
Phormingochilus everetti,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762652 ,
Plesiopelma longisternale,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762632 ,
Poecilotheria metallica,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,14,34,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329353 ,
Poecilotheria miranda,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,14,31,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329356 ,
Poecilotheria regalis,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,16,35,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329371 ,
Poecilotheria rufilata,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,13,36,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329375 ,
Poecilotheria subfusca,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,30,79,4,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329368 ,
Poecilotheria tigrinawesseli,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,17,29,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329357 ,
Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329360 ,
Psalmopoeus irminia,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329364 ,
Psalmopoeus pulcher,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,3,6,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329374 ,
Psalmopoeus reduncus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,19,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=510907 ,
Psednocnemis brachyramosa,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762654 ,
Pseudoclamoris elenae,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=950037 ,
Pseudoclamoris gigas,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,1,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=950038 ,
Pterinochilus murinus,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,2,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=329382 ,
Pterinopelma sazimai,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762651 ,
Sahydroaraneus raja,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762634 ,
Selenocosmia arndsti,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=604915 ,
Sericopelma generala,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=510917 ,
Sphaerobothria hoffmanni,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=510912 ,
Stromatopelma calceatum,Arthropoda,Arachnida,Araneae,Theraphosidae,BOLD,1,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=748366 ,
