species,Phylum,Class,Order,Family,source,specimens barcoded,specimens,public BINs,verified by,status,BOLD taxid,BOLD taxid,BOLD taxid,BOLD taxid,BOLD taxid
Grapholita larseni,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,3,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=641405">link 641405</a>,
Grapholita lathyrana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,3,3,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379430">link 379430</a>,
Grapholita lobarzewskii,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,21,21,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=200716">link 200716</a>,
Grapholita lunulana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,11,12,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179052">link 179052</a>,
Grapholita molesta,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,136,199,2,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=18860">link 18860</a>,
Grapholita nebritana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,3,5,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379431">link 379431</a>,
Grapholita nigrostriana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Grapholita orobana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,9,9,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179063">link 179063</a>,
Grapholita pactolana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,1,1,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1074188">link 1074188</a>,
Grapholita pallifrontana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,17,20,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179143">link 179143</a>,
Grapholita pyrivora,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,0,1,0,,gap,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=985626">link 985626</a>,
Grapholita succedana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,1,2,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=985618">link 985618</a>,
Grapholita tenebrosana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,56,62,4,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286061">link 286061</a>,
Gravitarmata margarotana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,13,14,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=388345">link 388345</a>,
Gravitarmata osmana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Gynnidomorpha alismana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,20,23,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286479">link 286479</a>,
Gynnidomorpha luridana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,8,8,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=295280">link 295280</a>,
Gynnidomorpha manniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,0,1,0,,gap,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286339">link 286339</a>,
Gynnidomorpha minimana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,12,12,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286296">link 286296</a>,
Gynnidomorpha permixtana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,31,34,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255668">link 255668</a>,
Gynnidomorpha rubricana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,2,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1138332">link 1138332</a>,
Gynnidomorpha vectisana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,13,13,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286300">link 286300</a>,
Gypsonoma aceriana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,85,89,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=197839">link 197839</a>,
Gypsonoma dealbana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,57,60,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179149">link 179149</a>,
Gypsonoma gymnesiarum,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Gypsonoma imparana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,5,5,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275507">link 275507</a>,
Gypsonoma minutana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,17,24,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286210">link 286210</a>,
Gypsonoma nitidulana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,23,25,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179078">link 179078</a>,
Gypsonoma obraztsovi,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,1,2,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=730509">link 730509</a>,
Gypsonoma oppressana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,11,23,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=224918">link 224918</a>,
Gypsonoma parryana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,19,19,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=100112">link 100112</a>,
Gypsonoma sociana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,33,39,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198089">link 198089</a>,
Hedya dimidiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,10,12,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=162698">link 162698</a>,
Hedya nubiferana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,152,165,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=8176">link 8176</a>,
Hedya ochroleucana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,63,64,3,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=161372">link 161372</a>,
Hedya pruniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,45,50,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179129">link 179129</a>,
Hedya salicella,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,29,37,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=224868">link 224868</a>,
Hysterophora maculosana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,3,5,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=677321">link 677321</a>,
Isotrias cuencana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,4,4,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=254995">link 254995</a>,
Isotrias huemeri,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Isotrias hybridana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,9,9,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379439">link 379439</a>,
Isotrias joannisana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Isotrias martelliana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Isotrias penedana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:LF,4,4,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=793377">link 793377</a>,
Isotrias rectifasciana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,33,35,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198065">link 198065</a>,
Isotrias stramentana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,3,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=258883">link 258883</a>,
Kanaria gomeriana,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,
Kanaria palmariana,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,
Lathronympha balearici,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lathronympha christenseni,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lathronympha sardinica,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lathronympha strigana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,101,110,5,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179147">link 179147</a>,
Lepteucosma huebneriana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,10,11,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=493008">link 493008</a>,
Lobesia abscisana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,15,19,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=197947">link 197947</a>,
Lobesia andereggiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,3,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379420">link 379420</a>,
Lobesia artemisiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,12,12,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379421">link 379421</a>,
Lobesia arzilae,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:LF,0,3,0,,gap,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1138995">link 1138995</a>,
Lobesia bicinctana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,24,27,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50157">link 50157</a>,
Lobesia botrana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,81,89,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=469214">link 469214</a>,
Lobesia confinitana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Lobesia crimea,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lobesia helichrysana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,2,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=517550">link 517550</a>,
Lobesia helychrysana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,2,2,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=517549">link 517549</a>,
Lobesia indusiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,4,4,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379422">link 379422</a>,
Lobesia limoniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,2,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=362414">link 362414</a>,
Lobesia littoralis,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,10,12,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=354192">link 354192</a>,
Lobesia matici,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lobesia neptunia,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,1,1,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1141939">link 1141939</a>,
Lobesia occidentis,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lobesia porrectana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,1,2,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=913890">link 913890</a>,
Lobesia quaggana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,0,2,0,,gap,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=800950">link 800950</a>,
Lobesia reliquana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,38,53,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=183420">link 183420</a>,
Lobesia schmidti,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,
Lobesia subherculeana,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,
Lobesia virulenta,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,36,46,3,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286075">link 286075</a>,
Lobesiodes euphorbiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,6,7,0,FD,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=660336">link 660336</a>,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=344540">link 344540</a>,
Longicornutia epilinana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,7,9,2,BEL,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=324119">link 324119</a>,
Lozotaenia cupidinana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,12,13,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=285534">link 285534</a>,
Lozotaenia forsterana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,50,55,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179059">link 179059</a>,
Lozotaenia mabilliana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Lozotaenia retiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Lozotaenia straminea,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Lozotaeniodes brusseauxi,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Lozotaeniodes cupressana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,3,4,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=362417">link 362417</a>,
Lozotaeniodes formosana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,14,16,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=197749">link 197749</a>,
Metendothenia atropunctana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,35,41,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198082">link 198082</a>,
Neocochylis dubitana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,60,71,1,BEL,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=979318">link 979318</a>,
Neocochylis hybridella,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,42,44,1,BEL,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=979321">link 979321</a>,
Neocochylis millierana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:LF,1,1,0,BEL,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1139854">link 1139854</a>,
Neocochylis molliculana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,11,13,1,BEL,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=979342">link 979342</a>,
Neocochylis salebrana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,4,0,FD,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=979340">link 979340</a>,
Neocochylis sannitica,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,1,1,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=979341">link 979341</a>,
Neosphaleroptera nubilana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,26,30,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198092">link 198092</a>,
Notocelia cynosbatella,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,66,69,3,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=15225">link 15225</a>,
Notocelia incarnatana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,43,47,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179179">link 179179</a>,
Notocelia mediterranea,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,3,3,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1081362">link 1081362</a>,
Notocelia roborana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,35,41,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=224920">link 224920</a>,
Notocelia rosaecolana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,60,64,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=258055">link 258055</a>,
Notocelia tetragonana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,13,14,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=258145">link 258145</a>,
Notocelia trimaculana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,47,53,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=20707">link 20707</a>,
Notocelia uddmanniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,51,53,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=183470">link 183470</a>,
Obraztsoviana maculosana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,5,5,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379397">link 379397</a>,
Olethreutes arcuella,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,35,38,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=205676">link 205676</a>,
Olethreutes arcuellus,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,4,4,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286534">link 286534</a>,
Olethreutes aviana,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,
Olethreutes heinrichana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,30,33,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=535717">link 535717</a>,
Olethreutes inquietana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,14,19,1,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=386940">link 386940</a>,
Olethreutes obsoletana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,7,10,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=535718">link 535718</a>,
Olethreutes schulziana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:iNat,28,38,3,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=100111">link 100111</a>,
Olethreutes spiraeana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Olethreutes stibiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD,1,1,0,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1138336">link 1138336</a>,
Olethreutes subtilana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,7,7,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=342744">link 342744</a>,
Olindia schumacherana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,18,20,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=197999">link 197999</a>,
Oporopsamma dunaria,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:LF,0,2,0,,gap,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=981230">link 981230</a>,
Oporopsamma wertheimsteini,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Orthotaenia undulana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,254,263,3,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=21625">link 21625</a>,
Osthelderiella amardiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Oxypteron eremica,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,0,1,0,FE,gap,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=775387">link 775387</a>,
Oxypteron exiguana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Oxypteron impar,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Oxypteron palmoni,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Oxypteron polita,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Oxypteron schawerdai,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,1,1,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1138337">link 1138337</a>,
Pammene agnotana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,1,2,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=299011">link 299011</a>,
Pammene albuginana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,23,33,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=247504">link 247504</a>,
Pammene amygdalana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,3,4,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379440">link 379440</a>,
Pammene argyrana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,24,30,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255602">link 255602</a>,
Pammene aurana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,10,17,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198063">link 198063</a>,
Pammene aurita,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF:iNat,21,23,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=197944">link 197944</a>,
Pammene blockiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,2,2,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=800955">link 800955</a>,
Pammene castanicola,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,
Pammene christophana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Pammene clanculana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,5,5,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286191">link 286191</a>,
Pammene cocciferana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Pammene crataegophila,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,,gap,
Pammene cytisana,Arthropoda,Insecta,Lepidoptera,Tortricidae,FE:LF,,,,FE,gap,
Pammene epanthista,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,5,6,0,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=892073">link 892073</a>,
Pammene fasciana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,39,43,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198050">link 198050</a>,
Pammene gallicana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,12,12,2,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=198035">link 198035</a>,
Pammene gallicolana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,11,11,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=576699">link 576699</a>,
Pammene germmana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,9,12,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255606">link 255606</a>,
Pammene giganteana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,17,22,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=343569">link 343569</a>,
Pammene herrichiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,28,29,1,FE,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255571">link 255571</a>,
Pammene ignorata,Arthropoda,Insecta,Lepidoptera,Tortricidae,BOLD:FE:LF,17,17,3,,,<a href="https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=183428">link 183428</a>,
