species,Order,Family,source,speciemens barcoded,specimens,public BINs,verified by,status,BOLD taxid
Normandia sodalis,Coleoptera,Elmidae,FE,,,,FE,gap,
Oulimnius bertrandi,Coleoptera,Elmidae,BOLD:FE,5,10,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=505457 
Oulimnius cyneticus,Coleoptera,Elmidae,BOLD:FE,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=505458 
Oulimnius echinatus,Coleoptera,Elmidae,BOLD:FE,2,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=505459 
Oulimnius fuscipes,Coleoptera,Elmidae,FE,1,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=505460 
Oulimnius major,Coleoptera,Elmidae,BOLD:FE,2,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=744611 
Oulimnius perezi,Coleoptera,Elmidae,BOLD,4,13,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=505461 
Oulimnius rivularis,Coleoptera,Elmidae,BOLD:FE,9,14,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167221 
Oulimnius troglodytes,Coleoptera,Elmidae,BOLD:FE,9,12,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=505465 
Oulimnius tuberculatus,Coleoptera,Elmidae,BOLD:FE,36,62,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=170827 
Potamophilus acuminatus,Coleoptera,Elmidae,BOLD:FE,13,15,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255546 
Riolus cupreus,Coleoptera,Elmidae,BOLD:FE,12,37,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275139 
Riolus illiesi,Coleoptera,Elmidae,BOLD:FE,1,14,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=398319 
Riolus nitens,Coleoptera,Elmidae,BOLD,4,5,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=908843 
Riolus subviolaceus,Coleoptera,Elmidae,BOLD:FE,63,90,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275140 
Riolus syriacus,Coleoptera,Elmidae,FE,,,,FE,gap,
Stenelmis canaliculata,Coleoptera,Elmidae,BOLD:FE,22,27,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275141 
Stenelmis consobrina,Coleoptera,Elmidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=912936 
Stenelmis puberula,Coleoptera,Elmidae,BOLD:FE,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=991418 
Elateroides dermestoides,Coleoptera,Lymexylidae,BOLD:FE:iNat,147,174,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=642714 
Elateroides flabellicornis,Coleoptera,Lymexylidae,FE,,,,ITIS,gap,
Lymexylon navale,Coleoptera,Lymexylidae,BOLD:FE:iNat,16,25,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167326 
Endecatomus reticulatus,Coleoptera,Endecatomidae,FE,,,,FE,gap,
Eremazus unistriatus,Coleoptera,Aegialiidae,FE,,,,FE,gap,
Eubria palustris,Coleoptera,Psephenidae,BOLD:FE:iNat,10,10,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275123 
Eucilodes caucasicus,Coleoptera,Eucinetidae,BOLD:FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=747197 
Eucinetus haemorrhoidalis,Coleoptera,Eucinetidae,BOLD:FE,39,53,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318016 
Nycteus bicolor,Coleoptera,Eucinetidae,FE,,,,FE,gap,
Nycteus hopffgarteni,Coleoptera,Eucinetidae,FE,,,,FE,gap,
Nycteus meridionalis,Coleoptera,Eucinetidae,BOLD:FE,17,18,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534294 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=640031 
Nycteus oertzeni,Coleoptera,Eucinetidae,FE,,,,FE,gap,
Nycteus prospector,Coleoptera,Eucinetidae,FE,,,,FE,gap,
Nycteus wollastoni,Coleoptera,Eucinetidae,FE,,,,FE,gap,
Europs duplicatus,Coleoptera,Monotomidae,FE,,,,,gap,
Europs impressicollis,Coleoptera,Monotomidae,FE,,,,,gap,
Monotoma angusticollis,Coleoptera,Monotomidae,BOLD:FE,10,11,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=480663 
Monotoma bicolor,Coleoptera,Monotomidae,BOLD:FE,16,29,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309430 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167607 
Monotoma brevicollis,Coleoptera,Monotomidae,BOLD:FE,4,15,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309404 
Monotoma conicicollis,Coleoptera,Monotomidae,BOLD:FE,4,10,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=502345 
Monotoma diecki,Coleoptera,Monotomidae,FE,,,,,gap,
Monotoma gotzi,Coleoptera,Monotomidae,FE,,,,,gap,
Monotoma longicollis,Coleoptera,Monotomidae,BOLD:FE,45,57,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310125 
Monotoma perplexa,Coleoptera,Monotomidae,FE,,,,,gap,
Monotoma picipes,Coleoptera,Monotomidae,BOLD:FE,31,48,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312610 
Monotoma punctaticollis,Coleoptera,Monotomidae,FE,,,,FE,gap,
Monotoma spinicollis,Coleoptera,Monotomidae,BOLD:FE,5,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167966 
Monotoma testacea,Coleoptera,Monotomidae,BOLD:FE,6,8,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318091 
Monotomina quadrifoveolata,Coleoptera,Monotomidae,FE,,,,FE,gap,
Rhizophagus aeneus,Coleoptera,Monotomidae,BOLD:FE,6,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534196 
Rhizophagus atticus,Coleoptera,Monotomidae,FE,,,,,gap,
Rhizophagus bipustulatus,Coleoptera,Monotomidae,BOLD:FE:iNat,16,36,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=395993 
Rhizophagus brancsiki,Coleoptera,Monotomidae,BOLD:FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534197 
Rhizophagus cribratus,Coleoptera,Monotomidae,BOLD:FE,15,21,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318080 
Rhizophagus depressus,Coleoptera,Monotomidae,BOLD:FE,22,25,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312174 
Rhizophagus dispar,Coleoptera,Monotomidae,BOLD:FE:iNat,25,34,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167583 
Rhizophagus fenestralis,Coleoptera,Monotomidae,BOLD:iNat,2,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=459331 
Rhizophagus ferrugineus,Coleoptera,Monotomidae,BOLD:FE,6,19,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310303 
Rhizophagus grandis,Coleoptera,Monotomidae,BOLD:FE,6,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=468311 
Rhizophagus intermedius,Coleoptera,Monotomidae,FE,,,,,gap,
Rhizophagus nitidulus,Coleoptera,Monotomidae,BOLD:FE,14,23,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312640 
Rhizophagus oblongicollis,Coleoptera,Monotomidae,FE,,,,,gap,
Rhizophagus parallelocollis,Coleoptera,Monotomidae,BOLD:FE,1,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=548588 
Rhizophagus parvulus,Coleoptera,Monotomidae,BOLD:FE,16,28,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286731 
Rhizophagus perforatus,Coleoptera,Monotomidae,BOLD:FE:iNat,20,22,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310126 
Rhizophagus picipes,Coleoptera,Monotomidae,BOLD:FE,7,8,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318300 
Rhizophagus puncticollis,Coleoptera,Monotomidae,FE,,,,,gap,
Rhizophagus unicolor,Coleoptera,Monotomidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=594537 
Eurypogon cribratus,Coleoptera,Artematopodidae,FE,,,,FE,gap,
Eustrophus dermestoides,Coleoptera,Tetratomidae,BOLD:FE:iNat,0,2,1,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=745940 
Hallomenus axillaris,Coleoptera,Tetratomidae,BOLD:FE,12,17,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318414 
Hallomenus binotatus,Coleoptera,Tetratomidae,BOLD:FE:iNat,17,33,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167263 
Mycetoma suturale,Coleoptera,Tetratomidae,BOLD:FE,7,8,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=502344 
Tetratoma ancora,Coleoptera,Tetratomidae,BOLD:FE,5,18,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312228 
Tetratoma baudueri,Coleoptera,Tetratomidae,BOLD:FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=766499 
Tetratoma crenicollis,Coleoptera,Tetratomidae,FE,,,,,gap,
Tetratoma desmarestii,Coleoptera,Tetratomidae,BOLD:FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=535240 
Tetratoma fungorum,Coleoptera,Tetratomidae,BOLD:FE:iNat,20,33,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167729 
Tetratoma tedaldi,Coleoptera,Tetratomidae,FE,,,,,gap,
Georissus caelatus,Coleoptera,Georissidae,BOLD:FE,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=725917 
Georissus costatus,Coleoptera,Georissidae,BOLD:FE,2,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=733011 
Georissus crenulatus,Coleoptera,Georissidae,BOLD:FE,11,20,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167336 
Georissus laesicollis,Coleoptera,Georissidae,BOLD:FE,9,10,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318324 
Gietella faialensis,Coleoptera,Gietellidae,FE,,,,,gap,
Gietella fortunata,Coleoptera,Gietellidae,FE,,,,,gap,
Glaresis beckeri,Coleoptera,Glaresidae,FE,,,,,gap,
Glaresis hispana,Coleoptera,Glaresidae,FE,,,,FE,gap,
Glaresis oxiana,Coleoptera,Glaresidae,FE,,,,,gap,
Glaresis rufa,Coleoptera,Glaresidae,FE,,,,FE,gap,
Glaresis thiniensis,Coleoptera,Glaresidae,FE,,,,,gap,
Grynocharis oblonga,Coleoptera,Lophocateridae,BOLD:FE:iNat,9,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534195 
Helophorus aequalis,Coleoptera,Helophoridae,BOLD:FE,25,32,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=456880 
Helophorus alternans,Coleoptera,Helophoridae,BOLD:FE,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466678 
Helophorus aquaticus,Coleoptera,Helophoridae,BOLD:FE,32,36,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=80458 
Helophorus arvernicus,Coleoptera,Helophoridae,BOLD:FE,7,12,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=81241 
Helophorus asperatus,Coleoptera,Helophoridae,BOLD:FE,11,11,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=343598 
Helophorus brevipalpis,Coleoptera,Helophoridae,BOLD:FE,30,45,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167932 
Helophorus croaticus,Coleoptera,Helophoridae,BOLD:FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248194 
Helophorus dorsalis,Coleoptera,Helophoridae,BOLD:FE,3,3,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330253 
Helophorus flavipes,Coleoptera,Helophoridae,BOLD:FE,17,24,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466676 
Helophorus fulgidicollis,Coleoptera,Helophoridae,BOLD:FE,5,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=643722 
Helophorus glacialis,Coleoptera,Helophoridae,BOLD:FE,17,21,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286715 
Helophorus grandis,Coleoptera,Helophoridae,BOLD:FE,15,21,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248206 
Helophorus granularis,Coleoptera,Helophoridae,BOLD:FE,9,12,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466680 
Helophorus griseus,Coleoptera,Helophoridae,BOLD:FE,10,13,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466679 
Helophorus lapponicus,Coleoptera,Helophoridae,BOLD:FE,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460604 
Helophorus laticollis,Coleoptera,Helophoridae,BOLD:FE,0,3,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772040 
Helophorus longitarsis,Coleoptera,Helophoridae,BOLD:FE,3,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772041 
Helophorus micans,Coleoptera,Helophoridae,BOLD:FE,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466677 
Helophorus minutus,Coleoptera,Helophoridae,BOLD:FE,14,22,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=398238 
Helophorus montenegrinus,Coleoptera,Helophoridae,BOLD:FE,8,8,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=991453 
Helophorus nanus,Coleoptera,Helophoridae,BOLD:FE,6,9,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=456881 
Helophorus nubilus,Coleoptera,Helophoridae,BOLD:FE,8,12,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312555 
Helophorus obscurus,Coleoptera,Helophoridae,BOLD:FE,17,19,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=453546 
Helophorus pallidus,Coleoptera,Helophoridae,BOLD:FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1066157 
Helophorus porculus,Coleoptera,Helophoridae,BOLD:FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1142946 
Helophorus pumilio,Coleoptera,Helophoridae,BOLD:FE,2,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466674 
Helophorus redtenbacheri,Coleoptera,Helophoridae,BOLD:FE,2,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=466675 
Helophorus rufipes,Coleoptera,Helophoridae,BOLD:FE,2,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=502959 
Helophorus sibiricus,Coleoptera,Helophoridae,BOLD:FE,6,9,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=485795 
Helophorus strandi,Coleoptera,Helophoridae,BOLD:FE,1,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=515292 
Helophorus strigifrons,Coleoptera,Helophoridae,BOLD:FE,6,16,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310390 
Helophorus tuberculatus,Coleoptera,Helophoridae,BOLD:FE,0,5,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=485796 
Rhopalohelophorus glacialis,Coleoptera,Helophoridae,BOLD:FE,1,3,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=82592 
Hybosorus roei,Coleoptera,Hybosoridae,BOLD:FE,43,54,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=853148 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312808 
Hydrochus angustatus,Coleoptera,Hydrochidae,BOLD:FE,5,9,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=651616 
Hydrochus brevis,Coleoptera,Hydrochidae,BOLD:FE,14,20,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=383484 
Hydrochus crenatus,Coleoptera,Hydrochidae,BOLD:FE,16,24,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248221 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=169672 
Hydrochus elongatus,Coleoptera,Hydrochidae,BOLD:FE,3,6,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248220 
Hydrochus grandicollis,Coleoptera,Hydrochidae,BOLD:FE,1,13,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=651618 
Hydrochus ignicollis,Coleoptera,Hydrochidae,BOLD:FE,6,8,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=480672 
Hydrochus megaphallus,Coleoptera,Hydrochidae,BOLD:FE,13,15,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255525 
Hydrochus nitidicollis,Coleoptera,Hydrochidae,BOLD:FE,2,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=651622 
Hydroscapha crotchi,Coleoptera,Hydroscaphidae,FE,,,,,gap,
Hydroscapha granulum,Coleoptera,Hydroscaphidae,FE,2,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=211951 
Hygrobia hermanni,Coleoptera,Hygrobiidae,BOLD:FE:iNat,13,20,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=170104 
Lamprohiza boieldieui,Coleoptera,Lampyridae,FE,,,,,gap,
Lamprohiza delarouzei,Coleoptera,Lampyridae,FE,,,,,gap,
Lamprohiza foliacea,Coleoptera,Lampyridae,FE,,,,,gap,
Lamprohiza germari,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lamprohiza morio,Coleoptera,Lampyridae,FE,,,,,gap,
Lamprohiza mulsantii,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lamprohiza paulinoi,Coleoptera,Lampyridae,FE,,,,,gap,
Lamprohiza splendidula,Coleoptera,Lampyridae,BOLD:FE:iNat,25,30,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167438 
Lampyris ambigena,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyris angustula,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyris brutia,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyris fuscata,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyris germariensis,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyris hellenica,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyris iberica,Coleoptera,Lampyridae,BOLD,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1056809 
Lampyris lareynii,Coleoptera,Lampyridae,BOLD:FE,3,11,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=967775 
Lampyris monticola,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyris noctiluca,Coleoptera,Lampyridae,BOLD:FE:iNat,27,31,4,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=103470 
Lampyris pallida,Coleoptera,Lampyridae,FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=984813 
Lampyris pseudozenkeri,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyris raymondi,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyris sardiniae,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyroidea achaiaca,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyroidea dispar,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyroidea graeca,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyroidea lucifer,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyroidea maculicollis,Coleoptera,Lampyridae,FE,,,,FE,gap,
Lampyroidea quadrinotata,Coleoptera,Lampyridae,FE,,,,,gap,
Lampyroidea syriaca,Coleoptera,Lampyridae,FE,,,,,gap,
Luciola italica,Coleoptera,Lampyridae,BOLD:FE,2,2,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=559668 
Luciola lusitanica,Coleoptera,Lampyridae,BOLD:FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379967 
Luciola novaki,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila anatolica,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila bonvouloirii,Coleoptera,Lampyridae,FE,,,,FE,gap,
Nyctophila calabriae,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila colorata,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila graeca,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila heydeni,Coleoptera,Lampyridae,FE,,,,ITIS,gap,
Nyctophila libani,Coleoptera,Lampyridae,FE,,,,FE,gap,
Nyctophila maculicollis,Coleoptera,Lampyridae,FE,,,,FE,gap,
Nyctophila molesta,Coleoptera,Lampyridae,FE,,,,FE,gap,
Nyctophila reichii,Coleoptera,Lampyridae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1159838 
Nyctophila riegeri,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila scabripennis,Coleoptera,Lampyridae,FE,,,,,gap,
Nyctophila syriaca,Coleoptera,Lampyridae,FE,,,,ITIS,gap,
Pelania mauritanica,Coleoptera,Lampyridae,FE,,,,ITIS,gap,
Phosphaenopterus metzneri,Coleoptera,Lampyridae,FE,,,,,gap,
Phosphaenopterus montandoni,Coleoptera,Lampyridae,FE,,,,,gap,
Phosphaenus hemipterus,Coleoptera,Lampyridae,BOLD:FE:iNat,7,18,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167436 
Leucohimatium alatum,Coleoptera,Languriidae,FE,,,,FE,gap,
Leucohimatium arundinaceum,Coleoptera,Languriidae,FE,,,,FE,gap,
Leucohimatium jakowlewi,Coleoptera,Languriidae,FE,,,,FE,gap,
Leucohimatium langii,Coleoptera,Languriidae,FE,,,,FE,gap,
Loberogosmus fasciatus,Coleoptera,Languriidae,FE,,,,FE,gap,
Macrophagus robustus,Coleoptera,Languriidae,FE,,,,FE,gap,
Pharaxonotha kirschii,Coleoptera,Languriidae,FE,,,,FE,gap,
Setariola sericea,Coleoptera,Languriidae,FE,,,,FE,gap,
Toramus pulchellus,Coleoptera,Languriidae,FE,347,355,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=492210 
Xenoscelis costipennis,Coleoptera,Languriidae,FE,,,,FE,gap,
Xenoscelis deplanatus,Coleoptera,Languriidae,FE,,,,FE,gap,
Xenoscelis lauricola,Coleoptera,Languriidae,FE,,,,,gap,
Lobonyx aeneus,Coleoptera,Prionoceridae,FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=165985 
Lyctoxylon dentatum,Coleoptera,Lyctidae,FE,2,4,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726240 
Lyctus carbonarius,Coleoptera,Lyctidae,FE,0,5,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=489538 
Lyctus hipposideros,Coleoptera,Lyctidae,FE,,,,,gap,
Lyctus pubescens,Coleoptera,Lyctidae,FE,,,,,gap,
Lyctus sinensis,Coleoptera,Lyctidae,FE,0,3,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726221 
Lyctus suturalis,Coleoptera,Lyctidae,FE,,,,,gap,
Minthea rugicollis,Coleoptera,Lyctidae,FE,1,5,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726231 
Trogoxylon parallelipipedum,Coleoptera,Lyctidae,FE,0,6,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=723491 
Micromalthus debilis,Coleoptera,Micromalthidae,FE,13,21,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=313934 
Mycetaea subterranea,Coleoptera,Mycetaeidae,BOLD:FE,17,23,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330246 
Mycterus curculioides,Coleoptera,Mycteridae,BOLD:FE,7,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=559692 
Mycterus tibialis,Coleoptera,Mycteridae,FE,,,,,gap,
Mycterus umbellatarum,Coleoptera,Mycteridae,FE,,,,,gap,
Nemonyx lepturoides,Coleoptera,Nemonychidae,BOLD:FE,3,5,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772667 
Nosodendron fasciculare,Coleoptera,Nosodendridae,BOLD:FE,9,13,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=496964 
Olibrus aenescens,Coleoptera,Phalacridae,FE,,,,FE,gap,
Olibrus aeneus,Coleoptera,Phalacridae,BOLD:FE:iNat,25,31,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=199691 
Olibrus affinis,Coleoptera,Phalacridae,BOLD:FE,26,31,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312310 
Olibrus baudueri,Coleoptera,Phalacridae,BOLD:FE,1,4,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772131 
Olibrus bicolor,Coleoptera,Phalacridae,BOLD:FE,16,17,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312741 
Olibrus bimaculatus,Coleoptera,Phalacridae,BOLD:FE,9,9,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=499623 
